audio_array,translated_text
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.10404396e-05
 -1.99079514e-05 -2.20537186e-05]",The passengers who can reconcile coordinate with new cultures sometimes they are sometimes exposed to trouble with the culture of one's country.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.16500664e-05
 -3.01599503e-05 -3.67760658e-05]",Westminster Magistrate courts to hone and push on February 16
"[ 0.          0.          0.         ...  0.00241077  0.00071955
 -0.00418127]",The mysticism is an extreme reality of reality is the predication of contact with spiritual truth or god.
[0.        0.        0.        ... 0.0013687 0.0012117 0.0012306],Each cherlar full of different pre-pane phones can be used from the location of the pay phone or general television.
[0.         0.         0.         ... 0.00423318 0.00417513 0.00483316],Local media reported that the fire carried over the airport during the airport
"[ 0.          0.          0.         ...  0.00025553 -0.00033206
 -0.00016475]",Lygins picked the treatment and chose the treatment as one's own district.
[0.         0.         0.         ... 0.00050616 0.00047863 0.00053763],The house has delivered its own commendation to your femen for more years of comprehensiveness / carerly year.
"[ 0.          0.          0.         ... -0.00016963 -0.0001598
 -0.00021619]",The Army Anti team goes forward and nest at various states
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.07288361e-06
 -1.25169754e-06 -1.90734863e-06]",Breaked 1 pan and they survivor the survival of the survival they survivor the rhythm
"[ 0.          0.          0.         ... -0.00482661 -0.00306332
 -0.00180197]",The largest recruitment fields are professional service government money trade and tourism
[0.         0.         0.         ... 0.00014865 0.00032645 0.00023627],"Tubulas who can be used in this morning, based on the techniques that are codes on a two filess numbers that are coled its password."
"[ 0.          0.          0.         ... -0.00011224 -0.00027722
 -0.0001961 ]","The WHED Buffalo is John Granta ""To read Whyboting a rainbow - [show] Messale to the child and encouraged children to lift up and about a book."
"[ 0.          0.          0.         ... -0.0002616  -0.00016928
 -0.00018227]",The middle of the nestland police has been the laptops and mobile rescued
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.22083855e-05
 -8.58902931e-05 -8.83936882e-05]",The suspect bombing man was detached after being injured in the explosion.
"[ 0.          0.          0.         ... -0.00266278 -0.00235987
 -0.00266016]",He was the first winner of Luone Extrim Championship as I was my first manager at the time of Tom toy Dream. She died at night. He was a strong woman and special
[0.         0.         0.         ... 0.00064939 0.00028861 0.00021976],It includes waiting for line because drugs doubphing dogs are not used without information
"[ 0.          0.          0.         ... -0.00154424 -0.00130534
 -0.00134981]",They have many medium resources who eat the medium size to encumbly and diamonds to the furrow and deer.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.52127647e-05
  7.62224197e-04 -2.07841396e-04]",These are where the rich and that was the most busy were living was living and often used a luxurious meal and night.
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.00354576e-05
 4.94718552e-05 4.78029251e-05]",Kenal district Dutch: Greak Islandel is 17 seventy district that famous districts that were famous in Darling Beach poinverts;
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.28097153e-05
 5.03063202e-05 5.56111336e-05]",Most of the collections are observed as part of the festival temples anniversary or god or the temple other than
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.86324120e-04
 -6.63995743e-05 -1.44243240e-04]","In India, the only has the work of the day is greater than"
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.69548798e-06
 3.21865082e-06 3.69548798e-06]",This kind of thoughts are related to specific science or standard task
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.15580177e-05
 1.59204006e-03 1.47908926e-03]",18 hundredth centuries to Catudia 2 stronger neighboring to your self and beat themselves within Vietnam
"[ 0.          0.          0.         ... -0.01483375 -0.01453227
 -0.01690823]",The second goal of the night was the 60th of his Season 60th of his Season 60 or the first player on one sease 1995-96 every single milestone exceeded.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.88758087e-06
 -5.00679016e-06 -5.72204590e-06]",Phaklandren's exchange is almost unlikely impossible for exchanging outside of the island so the island before the islands.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.60932541e-06
 -2.32458115e-06 -3.03983688e-06]",Loxistsbergly has always tried to stay in a neutralization but it was covered with the first believe that it was covered by Germany
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -8.53836536e-04
 -4.90427017e-04 -2.62260437e-06]",Tricsranpeps had consumed the leaves before he meant to ponder before its tree.
"[ 0.          0.          0.         ... -0.00013846 -0.00012881
 -0.00014484]",The officer's officers' officials of the amcrank museum. The tree has been infected by a fungus because they are reasonably arguing that the argument is an immant to fall on it.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.01327896e-06
 -6.55651093e-07 -4.76837158e-07]",He had a non-graduated from Virginia world-from the Virginia world-from Virginia in the 1950 and was an important due for the institution.
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.04662704e-06
 7.56978989e-06 8.40425491e-06]","These scapcales found to see in the entire moon and seemed slightly affected by volunuers that indicate that the Viology leaders obeyed, has been done at allistances."
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 2.03251839e-05
 6.04987144e-05 2.06828117e-05]","High Histeral Starting Service before and attending time, saw also at the time of choice one ends in the convenience"
"[ 0.          0.          0.         ... -0.00196433 -0.00159782
 -0.0012005 ]",They are acting by the story of their town of one's town with the story of their town with the local ugly.
[0.         0.         0.         ... 0.00552857 0.00651711 0.00881594],"Jen Yan Sef James Eyingon, Rajend to the pome to Cross 8 Rankani, to cross the pool of Rock and to turn on any enemy."
[0.         0.         0.         ... 0.00358015 0.00368381 0.00420332],The misgar's Six Fogs of Squatt Mags Louis Lewis to Display the Sprait All Tickets sold and
[0.         0.         0.         ... 0.00321388 0.00300211 0.00331855],In 2008 was that then the United Kingdom was emergency aggregate from the United Kingdom of the United Kingdom
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.42266464e-05
 4.50611115e-05 4.68492508e-05]",The server's internal regions of India was used in the currency under India is used in the middle of South India and the Shatanarian milk of milk ground.
"[ 0.          0.          0.         ...  0.00116014 -0.00187266
  0.00092506]",Most television is ready to make the usual crowd
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.13143158e-05
 -3.19778919e-04  5.40792942e-04]",Although they constrained four new ships long before the war was still yet an Implementary army was forces and a fee meuble.
"[ 0.          0.          0.         ... -0.00101173 -0.00085229
 -0.00088507]",Powerful balance was a servers that pretended to maintain national pigs of National United States all European countries
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -7.18832016e-05
 -1.13248825e-05  8.20755959e-05]",This can also be taken over the stock on the entrance to the entrance but not grabble after each user is used then you may not feel comfortable with all the skirt 1 fits for all men.
[0.         0.         0.         ... 0.00242424 0.00222683 0.0015468 ],He is in the spoil of charinsheist and wait for a spese growling that a eyebire trusted because no turns a whole is not fully trustable.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.70416451e-05
  1.18017197e-05 -4.59551811e-05]",Cuba citizens who should go to the US Green card holder if the US Green card holders should go to survive this requirement.
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.03983688e-05
 4.39882278e-05 5.69820404e-05]",Squashal and rollers met to be elected baseballs in Olympic Games in Olympic programs and to be elected baseball samil
"[ 0.          0.          0.         ... -0.00973833 -0.0096873
 -0.01154053]","Ablead in 991 were facing as well as ethery vi-built cets, with around Kuth from one hundred and a library from any library have large."
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.29938126e-05
 -1.22785568e-05 -1.36494637e-05]","It's believed that people are looking that people are looking into things on earth, people see things falling on earth that is defining that chemical has been ensured."
"[ 0.          0.          0.         ... -0.00063038  0.00091743
 -0.00075644]",A traveler is to judge a traveler around the plane to a traveler all over the plane in the plane in the plane in the plane that shattered with being in the hotel
"[ 0.          0.          0.         ... -0.00092661 -0.00182974
 -0.00169462]",Germany started preparing to attack Britain Island when the war finished for France
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.82721424e-04
  9.36985016e-05  5.31494617e-04]",An Avenjar Class of Class Mine are often against the dies of the ships that the ship was on Pieurg Prevenue in Palwan.
"[ 0.          0.          0.         ...  0.00210387 -0.00277632
 -0.0023126 ]",There is many French won for drinking but New Zealand and Australia's Wayen can get better
"[ 0.          0.          0.         ... -0.00115466 -0.00111455
 -0.00127852]",The International Pardai All-Occupil Plaint Plants Show Cookies Related other items related other things related to
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.12490559e-04
 -1.15334988e-04 -5.79953194e-05]",Domestic goats were usually kept in the hill or other shepherd silk as a lips of these groups like a grew in like this
[0.         0.         0.         ... 0.00269377 0.00267714 0.0026359 ],It was based on jarm daem and one character was found.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.00814819e-05
 -6.21080399e-05 -7.40885735e-05]",DHA in the 1977The Damane completed the first full body of Mri Scanner that he said he was indoitable.
[0.         0.         0.         ... 0.00501823 0.00526357 0.00638825],The shadow of hands is equal to weight when moving while moving in the knit. The size and length is the same.
[0.         0.         0.         ... 0.00075412 0.00045609 0.0006718 ],The outer part of the sun is to the photograph of the sun that means a govering of light.
[0.         0.         0.         ... 0.00497031 0.0046463  0.00470674],Shell Latin is from the seala that means the little room
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.78300858e-05
 6.29425049e-05 6.87241554e-05]",No degrade of sun like earth that you can stand up the whole sun gas fire and made from plasma.
